Timestamp (s),Position_X (m),Position_Y (m),Position_Z (m),Speed_X (m/s),Speed_Y (m/s),Speed_Z (m/s),Pitch (rad),Roll (rad),Yaw (rad),Image_Center_Offset (pixels),rotation_end_time£¨s£©,rotation_end_time£¨s£©,Rotation Duration (s)
99.87 s,0.28 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020175810058686637,0.0012463419822898996,-0.015930434,-6 pixels,N/A,N/A,N/A
99.99 s,0.29 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002002562095379797,0.0011493574962942866,-0.015859081,-6 pixels,N/A,N/A,N/A
100.1 s,0.30 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019001275561222155,0.0011209790113474293,-0.015917712,-6 pixels,N/A,N/A,N/A
100.2 s,0.31 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019461882477542314,0.0010379014247399996,-0.015817263,-7 pixels,N/A,N/A,N/A
100.31 s,0.32 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001808750197892463,0.0010735646036761151,-0.015840588,-7 pixels,N/A,N/A,N/A
100.43 s,0.33 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018630886344058674,0.00104370506752375,-0.015893189,-7 pixels,N/A,N/A,N/A
100.54 s,0.35 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001644383504200463,0.0010634219343342883,-0.015936667,-7 pixels,N/A,N/A,N/A
100.66 s,0.36 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0015664867325659905,0.0010760515156566458,-0.015947065,-8 pixels,N/A,N/A,N/A
100.77 s,0.37 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0013619758933016894,0.00109757118503085,-0.015988304,-8 pixels,N/A,N/A,N/A
100.88 s,0.38 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0014472480257993955,0.0010587075986391102,-0.015922408,-8 pixels,N/A,N/A,N/A
100.99 s,0.39 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0013654206291328164,0.0011613092076676584,-0.01602282,-8 pixels,N/A,N/A,N/A
101.1 s,0.40 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0014904913979025558,0.0011794856157848312,-0.016081713,-8 pixels,N/A,N/A,N/A
101.21 s,0.41 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0015012049355995398,0.001249527214247233,-0.01611353,-9 pixels,N/A,N/A,N/A
101.32 s,0.42 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001747639165705787,0.001257570322339904,-0.016150373,-9 pixels,N/A,N/A,N/A
101.44 s,0.43 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017762434597488404,0.001256143158299154,-0.016139086,-9 pixels,N/A,N/A,N/A
101.56 s,0.44 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018918133419653835,0.0011792963942415633,-0.016155824,-10 pixels,N/A,N/A,N/A
101.67 s,0.45 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018139095743615783,0.0012597509665259548,-0.016168295,-10 pixels,N/A,N/A,N/A
101.78 s,0.46 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019041389800818942,0.00122180073855884,-0.016202876,-10 pixels,N/A,N/A,N/A
101.89 s,0.47 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019142641971289919,0.0012987145020949065,-0.016268321,-10 pixels,N/A,N/A,N/A
101.99 s,0.48 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020184060902490677,0.0012828179552053524,-0.016251024,-11 pixels,N/A,N/A,N/A
102.1 s,0.49 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001994855620623102,0.0013589875143890692,-0.016301818,-11 pixels,N/A,N/A,N/A
102.21 s,0.50 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021415740400827464,0.0013103722658058651,-0.016277449,-11 pixels,N/A,N/A,N/A
102.32 s,0.51 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002096845409926755,0.0014118199805247256,-0.016264111,-12 pixels,N/A,N/A,N/A
102.44 s,0.51 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0022207449003470263,0.0013868348266186492,-0.016283655,-12 pixels,N/A,N/A,N/A
102.46 s,0.52 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0022160129565579486,0.001385050707561926,-0.016265005,-12 pixels,N/A,N/A,N/A
102.57 s,0.53 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002207976490570002,0.001461230575500831,-0.016324612,-12 pixels,N/A,N/A,N/A
102.68 s,0.53 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0023157622109432783,0.0013815365932608988,-0.016348513,-13 pixels,N/A,N/A,N/A
102.79 s,0.55 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002250381401818673,0.001484725021755953,-0.016391299,-13 pixels,N/A,N/A,N/A
102.89 s,0.56 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002247706705163122,0.0013379554453071517,-0.016343038,-14 pixels,N/A,N/A,N/A
103.0 s,0.57 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021352992391124627,0.0013427793172865075,-0.016377164,-14 pixels,N/A,N/A,N/A
103.11 s,0.58 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002123829205125636,0.001252653065895581,-0.016380343,-15 pixels,N/A,N/A,N/A
103.22 s,0.58 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001952960295820135,0.0012966312147509643,-0.016373825,-17 pixels,N/A,N/A,N/A
103.34 s,0.60 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001995938697943014,0.0012708207647897083,-0.0164512,-17 pixels,N/A,N/A,N/A
103.45 s,0.61 m,5.37 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019327561062015399,0.0013128587214687702,-0.016432646,-17 pixels,N/A,N/A,N/A
103.57 s,0.62 m,5.37 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0020275878742932103,-0.001693446,-0.016396142,-17 pixels,N/A,N/A,N/A
103.69 s,0.63 m,5.37 m,0.47 m,0.10 m/s,0.01 m/s,0.00 m/s,0.0019679339691828163,-0.005268429,-0.016322586,-18 pixels,N/A,N/A,N/A
103.81 s,0.64 m,5.37 m,0.47 m,0.10 m/s,0.01 m/s,0.00 m/s,0.0019479841308546143,-0.002692582,-0.016310271,-18 pixels,N/A,N/A,N/A
103.93 s,0.65 m,5.37 m,0.47 m,0.10 m/s,0.01 m/s,0.00 m/s,0.0018718351613411443,0.0010687820966199769,-0.016131068,-18 pixels,N/A,N/A,N/A
104.05 s,0.66 m,5.37 m,0.47 m,0.10 m/s,0.01 m/s,0.00 m/s,0.0017657529491454662,0.0003904702084931727,-0.016140354,-16 pixels,N/A,N/A,N/A
104.17 s,0.67 m,5.37 m,0.47 m,0.10 m/s,0.02 m/s,0.00 m/s,0.0018066193497530444,-0.003665296,-0.016137648,-15 pixels,N/A,N/A,N/A
104.29 s,0.68 m,5.37 m,0.47 m,0.10 m/s,0.02 m/s,0.00 m/s,0.0018017459719099737,-0.003084149,-0.016242509,-16 pixels,N/A,N/A,N/A
104.41 s,0.69 m,5.38 m,0.47 m,0.10 m/s,0.02 m/s,0.00 m/s,0.0019077882431553638,0.0003033800598551706,-0.016274326,-16 pixels,N/A,N/A,N/A
104.53 s,0.70 m,5.38 m,0.47 m,0.10 m/s,0.02 m/s,0.00 m/s,0.001904582867550429,0.003305762946422677,-0.016297688,-14 pixels,N/A,N/A,N/A
104.65 s,0.71 m,5.38 m,0.47 m,0.10 m/s,0.02 m/s,0.00 m/s,0.0021341476714797575,0.0024518161635067983,-0.016347472,-13 pixels,N/A,N/A,N/A
104.77 s,0.72 m,5.38 m,0.47 m,0.10 m/s,0.02 m/s,0.00 m/s,0.002066487325979277,-0.000470763,-0.016408641,-11 pixels,N/A,N/A,N/A
104.89 s,0.73 m,5.39 m,0.47 m,0.10 m/s,0.02 m/s,0.00 m/s,0.0021738926636879017,-0.000639116,-0.016410783,-11 pixels,N/A,N/A,N/A
105.01 s,0.74 m,5.39 m,0.47 m,0.10 m/s,0.02 m/s,0.00 m/s,0.0021213361580005234,0.0013197610848162294,-0.016390287,-11 pixels,N/A,N/A,N/A
105.13 s,0.75 m,5.39 m,0.47 m,0.10 m/s,0.02 m/s,0.00 m/s,0.0022862345558135352,0.0033615186856430466,-0.016453432,-10 pixels,N/A,N/A,N/A
105.25 s,0.76 m,5.39 m,0.47 m,0.10 m/s,0.02 m/s,0.00 m/s,0.002361413435691644,0.004478433903745992,-0.016481913,-9 pixels,N/A,N/A,N/A
105.37 s,0.78 m,5.39 m,0.47 m,0.10 m/s,0.01 m/s,0.00 m/s,0.0024309446577415405,0.004498805691813638,-0.016523609,-8 pixels,N/A,N/A,N/A
105.49 s,0.79 m,5.40 m,0.47 m,0.10 m/s,0.01 m/s,0.00 m/s,0.002382184200784462,0.004133366637906809,-0.016570412,-7 pixels,N/A,N/A,N/A
105.61 s,0.80 m,5.40 m,0.47 m,0.10 m/s,0.01 m/s,0.00 m/s,0.0023754600765981872,0.0036680484312592177,-0.016557092,-6 pixels,N/A,N/A,N/A
105.73 s,0.81 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0023868280531204353,0.003077025854635364,-0.016664452,-6 pixels,N/A,N/A,N/A
105.85 s,0.82 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0023788277697620254,0.0026812184777028946,-0.016614144,-6 pixels,N/A,N/A,N/A
105.97 s,0.83 m,5.40 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.002365275302544196,0.0022086414438028763,-0.016752479,-5 pixels,N/A,N/A,N/A
106.09 s,0.84 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021594683891468015,0.00199328678233543,-0.016786836,-5 pixels,N/A,N/A,N/A
106.21 s,0.85 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021015302273399146,0.0016712328348505317,-0.016840183,-6 pixels,N/A,N/A,N/A
106.33 s,0.86 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019356749815034272,0.0015337905982978593,-0.016831805,-6 pixels,N/A,N/A,N/A
106.46 s,0.87 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019813646836826623,0.0013388087328353212,-0.016841842,-6 pixels,N/A,N/A,N/A
106.58 s,0.88 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018989055467667905,0.0013607060110937,-0.016891703,-6 pixels,N/A,N/A,N/A
106.7 s,0.89 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001996408507097743,0.0012494707736875506,-0.016921588,-6 pixels,N/A,N/A,N/A
106.82 s,0.90 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019733738161203376,0.0012494213245452814,-0.016959118,-6 pixels,N/A,N/A,N/A
106.94 s,0.91 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001996792219789288,0.0011655843155832983,-0.016915804,-6 pixels,N/A,N/A,N/A
107.06 s,0.92 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018914163393594346,0.0011770832978609028,-0.016939605,-6 pixels,N/A,N/A,N/A
107.18 s,0.94 m,5.40 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001869088030292714,0.001209749808802543,-0.016883774,-6 pixels,N/A,N/A,N/A
107.3 s,0.95 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019578498820080428,0.0011293540596887237,-0.016968042,-6 pixels,N/A,N/A,N/A
107.42 s,0.96 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019496198965631565,0.0012119094788098515,-0.016960824,-6 pixels,N/A,N/A,N/A
107.54 s,0.97 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020379148696264295,0.0011477165348352117,-0.017066152,-6 pixels,N/A,N/A,N/A
107.66 s,0.98 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019401261606939947,0.0012719431145206026,-0.017049922,-6 pixels,N/A,N/A,N/A
107.78 s,0.99 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020307182171096397,0.001258072790488544,-0.017131422,-6 pixels,N/A,N/A,N/A
107.89 s,1.00 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019318669685970903,0.001322290074656708,-0.01707714,-6 pixels,N/A,N/A,N/A
108.01 s,1.01 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020155076525946087,0.0012877021632734704,-0.017165076,-6 pixels,N/A,N/A,N/A
108.14 s,1.02 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001929066781463303,0.0013304584783696385,-0.017107137,-6 pixels,N/A,N/A,N/A
108.25 s,1.03 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0019478165511581692,0.0012693678617496389,-0.01712823,-6 pixels,N/A,N/A,N/A
108.37 s,1.04 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017525735472456775,0.0013644814304927721,-0.017086254,-6 pixels,N/A,N/A,N/A
108.49 s,1.05 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001730128655493826,0.0013192805348235769,-0.017109622,-6 pixels,N/A,N/A,N/A
108.61 s,1.06 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0015826912945818108,0.0014207930823155615,-0.017163477,-6 pixels,N/A,N/A,N/A
108.73 s,1.07 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0017193093026638027,0.0013947900210963045,-0.01712537,-6 pixels,N/A,N/A,N/A
108.86 s,1.08 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018810549837148366,0.0013525676996630242,-0.017243855,-6 pixels,N/A,N/A,N/A
108.99 s,1.09 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019584795431210316,0.0014594847626853858,-0.017149382,-6 pixels,N/A,N/A,N/A
109.11 s,1.11 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002084714039485215,0.0014123765659574572,-0.017160604,-6 pixels,N/A,N/A,N/A
109.23 s,1.12 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001923965896911583,0.0014545842907526536,-0.017161628,-7 pixels,N/A,N/A,N/A
109.35 s,1.13 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0021247797760638627,0.001417849817138699,-0.017190881,-7 pixels,N/A,N/A,N/A
109.47 s,1.14 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002085657841947354,0.0014750685091292114,-0.017183662,-7 pixels,N/A,N/A,N/A
109.58 s,1.15 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0023198855676863682,0.0013248714884936577,-0.017095518,-7 pixels,N/A,N/A,N/A
109.71 s,1.16 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002378178754242289,0.0013255964620374516,-0.017076307,-7 pixels,N/A,N/A,N/A
109.83 s,1.17 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0023862482230191493,0.0013169583334544839,-0.017117899,-7 pixels,N/A,N/A,N/A
109.95 s,1.18 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0023005880643643052,0.0012861256550126242,-0.017150786,-7 pixels,N/A,N/A,N/A
110.07 s,1.19 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0022115652389618342,0.0014167059680228686,-0.017147546,-7 pixels,N/A,N/A,N/A
110.19 s,1.20 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0022582321941184563,0.0013519534160030039,-0.017197324,-7 pixels,N/A,N/A,N/A
110.31 s,1.21 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0022273149187744578,0.001534118108397945,-0.017183161,-7 pixels,N/A,N/A,N/A
110.42 s,1.22 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002318301221635445,0.0014583087461483187,-0.017229638,-7 pixels,N/A,N/A,N/A
110.54 s,1.24 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0022479837045303163,0.0016029215582063798,-0.017231592,-7 pixels,N/A,N/A,N/A
110.66 s,1.25 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002327340737506781,0.0015017831511099946,-0.017245878,-7 pixels,N/A,N/A,N/A
110.78 s,1.26 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002092991222160058,0.001534709744774262,-0.017265841,-7 pixels,N/A,N/A,N/A
110.91 s,1.27 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002119448963984318,0.0013903698816162833,-0.017314215,-7 pixels,N/A,N/A,N/A
111.03 s,1.28 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.001977208218592611,0.001364294012935106,-0.017382204,-7 pixels,N/A,N/A,N/A
111.14 s,1.29 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020016640665282614,0.0012254614369881169,-0.017383553,-7 pixels,N/A,N/A,N/A
111.26 s,1.30 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0018648182744196173,0.0011805309651823099,-0.017428755,-7 pixels,N/A,N/A,N/A
111.38 s,1.31 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0019668653367049473,0.0011088936749226047,-0.017420593,-8 pixels,N/A,N/A,N/A
111.5 s,1.32 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002095083708963231,0.001049043382638955,-0.017639017,-8 pixels,N/A,N/A,N/A
111.62 s,1.33 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0021233529386770144,0.0011351933893398978,-0.017520915,-8 pixels,N/A,N/A,N/A
111.73 s,1.35 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0022249488536746622,0.0010270870293868969,-0.017621322,-8 pixels,N/A,N/A,N/A
111.85 s,1.36 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.002119958370989468,0.0010850742274089665,-0.017607484,-8 pixels,N/A,N/A,N/A
111.97 s,1.37 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0021644621938666634,0.0010110133533515295,-0.017706381,-8 pixels,N/A,N/A,N/A
112.08 s,1.38 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,-0.00 m/s,0.0020598478600834164,0.001019030539739374,-0.017599505,-8 pixels,N/A,N/A,N/A
112.2 s,1.39 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002103901151579427,0.0009630527842684374,-0.017637064,-8 pixels,N/A,N/A,N/A
112.32 s,1.40 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0018721188368165968,0.0011332864333978567,-0.017660266,-8 pixels,N/A,N/A,N/A
112.44 s,1.41 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001815191547476281,0.0011372009168690248,-0.017660692,-8 pixels,N/A,N/A,N/A
112.56 s,1.42 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0016623170297795065,0.0012765399975014366,-0.017777405,-9 pixels,N/A,N/A,N/A
112.68 s,1.43 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001683903273160789,0.0013729285710698607,-0.0176753,-9 pixels,N/A,N/A,N/A
112.8 s,1.45 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0017947125731786603,0.0012963166867673358,-0.017777527,-9 pixels,N/A,N/A,N/A
112.93 s,1.46 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0017731844489808034,0.0014203341785206979,-0.017810305,-9 pixels,N/A,N/A,N/A
113.05 s,1.47 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0018683416419362612,0.001331789273240925,-0.017859666,-11 pixels,N/A,N/A,N/A
113.17 s,1.48 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0017367499293753869,0.0012318141531761338,-0.017747341,-10 pixels,N/A,N/A,N/A
113.29 s,1.49 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0018371787935172342,0.0011645116295521674,-0.017786001,-10 pixels,N/A,N/A,N/A
113.41 s,1.50 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001794431222290745,0.0013365822620792307,-0.017754408,-10 pixels,N/A,N/A,N/A
113.52 s,1.51 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0018251385121022562,0.001243891592085154,-0.017796781,-9 pixels,N/A,N/A,N/A
113.64 s,1.52 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001627282688790157,0.0013532515149107065,-0.017870946,-9 pixels,N/A,N/A,N/A
113.66 s,1.52 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0016343879280684113,0.0013076945344304368,-0.017903873,-9 pixels,N/A,N/A,N/A
113.68 s,1.52 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001658005606247829,0.0012728853880909694,-0.017872367,-9 pixels,N/A,N/A,N/A
113.7 s,1.53 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0016715852619283034,0.0012827730840034614,-0.017866633,-8 pixels,N/A,N/A,N/A
113.72 s,1.53 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001674350510527131,0.0012497006976208557,-0.017886123,-8 pixels,N/A,N/A,N/A
113.75 s,1.53 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0016607304819004026,0.0012264661510241655,-0.017832033,-8 pixels,N/A,N/A,N/A
113.76 s,1.53 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0016517254151232213,0.001258879803157995,-0.017796624,-8 pixels,N/A,N/A,N/A
113.78 s,1.53 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0016328212710598879,0.0012988620265142923,-0.017802716,-7 pixels,N/A,N/A,N/A
113.79 s,1.53 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0016190653046244167,0.0013025336772014813,-0.017823827,-7 pixels,N/A,N/A,N/A
113.83 s,1.54 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0015988660681526229,0.0012788466962093364,-0.01785252,-7 pixels,N/A,N/A,N/A
113.86 s,1.54 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.00164233729584077,0.0012863156979587998,-0.017878867,-7 pixels,N/A,N/A,N/A
113.97 s,1.55 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0017823165903307421,0.0012471669737864049,-0.017873583,-7 pixels,N/A,N/A,N/A
114.07 s,1.56 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0018409099370204785,0.001342314739816806,-0.017968685,-6 pixels,N/A,N/A,N/A
114.18 s,1.57 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001960093070778894,0.001287009159646762,-0.017942746,-6 pixels,N/A,N/A,N/A
114.29 s,1.58 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.001954384741420432,0.0013644007474408059,-0.018028631,-6 pixels,N/A,N/A,N/A
114.4 s,1.59 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0019407201153710011,0.0012719284698579536,-0.018019403,-6 pixels,N/A,N/A,N/A
114.52 s,1.60 m,5.39 m,0.47 m,0.10 m/s,0.00 m/s,0.00 m/s,0.0018079932063741902,0.001319384149728833,-0.018061031,-6 pixels,N/A,N/A,N/A
114.63 s,1.61 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0018915270710471485,0.0012517385615377593,-0.018074468,-6 pixels,N/A,N/A,N/A
114.73 s,1.62 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.001911522753044456,0.0013050619869335186,-0.018132719,-6 pixels,N/A,N/A,N/A
114.83 s,1.63 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020568295667782936,0.0012298541124261544,-0.018140932,-5 pixels,N/A,N/A,N/A
114.95 s,1.64 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002033656822705612,0.0012930996580165558,-0.018162989,-5 pixels,N/A,N/A,N/A
115.04 s,1.65 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021372703618785034,0.0012031023418690528,-0.018158886,-5 pixels,N/A,N/A,N/A
115.15 s,1.66 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020986038759701047,0.001257130914984884,-0.018200363,-5 pixels,N/A,N/A,N/A
115.25 s,1.67 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0021420110680814056,0.0012006109635721194,-0.018241,-5 pixels,N/A,N/A,N/A
115.36 s,1.68 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020401503520813585,0.0012812586232406732,-0.018227732,-5 pixels,N/A,N/A,N/A
115.48 s,1.69 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.00207543060196901,0.0012073936577779814,-0.01818484,-5 pixels,N/A,N/A,N/A
115.59 s,1.70 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020121287733308804,0.001343197252854026,-0.018204496,-5 pixels,N/A,N/A,N/A
115.71 s,1.71 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.002110933976503259,0.0012943272718991014,-0.018262547,-5 pixels,N/A,N/A,N/A
115.81 s,1.72 m,5.39 m,0.47 m,0.10 m/s,-0.00 m/s,0.00 m/s,0.0020969866127203804,0.0013405536414077825,-0.018239069,-4 pixels,N/A,N/A,N/A
